id,type,name,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,users_rated,average_rating,bayes_average_rating,total_owners,total_traders,total_wanters,total_wishers,total_comments,total_weights,average_weight
161614,boardgame,Stockpile,2015,2,5,45,45,45,13,365,7.77438,6.19715,586,5,175,525,113,54,2
4204,boardgame,Tunisia,1995,2,2,360,360,360,16,329,7.74091,6.19651,894,26,56,111,146,68,4.0588
96792,boardgame,The Road to Canterbury,2011,2,3,60,60,60,10,676,6.92031,6.19629,1142,52,118,386,252,72,2.2361
158572,boardgame,Waggle Dance,2014,2,4,90,30,90,10,476,7.25164,6.19564,819,18,144,368,137,37,2.4054
31722,boardgame,Steam over Holland,2007,2,5,180,180,180,0,403,7.36246,6.19501,433,11,85,144,161,49,3.8163
34615,boardgame,New World: A Carcassonne Game,2008,2,5,45,45,45,8,1689,6.51048,6.19491,2695,143,45,261,490,154,2.0649
715,boardgame,Escape from Colditz,1973,2,6,180,180,180,12,1649,6.56059,6.19491,2348,86,145,300,519,209,2.2201
80006,boardgame,Mord im Arosa,2010,2,6,30,30,30,10,1089,6.64489,6.19448,1252,33,103,277,310,84,1.4524
10788,boardgame,Hellenes: Campaigns of the Peloponnesian War,2009,2,2,240,240,240,12,375,7.48979,6.19435,1043,55,65,203,220,65,3.0308
165986,boardgame,Royals,2014,2,5,60,60,60,10,476,7.21887,6.19434,525,12,204,593,131,47,2.234
27356,boardgame,Portobello Market,2007,2,4,35,35,35,8,2072,6.42513,6.19432,2485,203,74,244,665,240,2.0417
166857,boardgame,Antike II,2014,3,6,120,90,120,13,333,7.65829,6.19419,633,8,96,284,111,40,2.875
520,boardgame,Axis & Allies: Europe,1999,2,4,210,210,210,12,2088,6.5284,6.19344,3312,301,30,105,631,248,2.8226
126996,boardgame,King's Forge,2014,2,4,60,60,60,14,543,7.20433,6.19293,804,16,107,333,177,56,2.2857
15954,boardgame,Conquest of Paradise,2007,2,4,90,90,90,12,861,6.76495,6.19274,1407,94,85,322,464,132,2.4621
8195,boardgame,Viva Topo!,2002,2,4,30,20,30,4,715,6.9002,6.19259,1153,28,111,291,314,81,1.1111
38872,boardgame,Jet Set,2008,2,6,120,90,120,12,785,6.79751,6.19239,829,44,56,189,315,85,2.5647
33003,boardgame,The Caucasus Campaign,2009,2,2,360,360,360,0,333,7.7273,6.19208,874,30,37,103,163,59,2.9492
30241,boardgame,Patrician,2007,2,5,50,50,50,10,1131,6.62379,6.19194,1250,61,50,178,369,177,1.9209
38548,boardgame,Fast Flowing Forest Fellers,2008,2,5,30,30,30,8,1317,6.54682,6.19189,1496,74,69,204,456,133,1.5263
33107,boardgame,Senji,2008,3,6,90,90,90,0,1205,6.60566,6.19173,1619,104,105,452,390,138,2.9783
112092,boardgame,Shadowrift,2012,1,6,120,45,120,14,515,7.21256,6.19169,936,48,153,536,187,52,2.6923
1484,boardgame,Clue: The Great Museum Caper,1991,2,4,30,30,30,10,1077,6.66273,6.19156,1772,121,91,257,479,116,1.9052
149951,boardgame,Warfighter: The Tactical Special Forces Card Game,2014,1,6,180,30,180,0,298,7.98107,6.19137,826,24,123,353,130,52,2.6154
17449,boardgame,Beowulf: The Legend,2005,2,5,60,60,60,12,2027,6.44103,6.19126,2593,332,39,156,953,300,2.2433
122,boardgame,Quo Vadis?,1992,3,5,45,45,45,12,1801,6.46042,6.19091,2367,209,75,203,700,189,2.0899
24920,boardgame,Storm Over Stalingrad,2006,2,2,180,180,180,12,483,7.18159,6.19065,1074,40,67,165,234,95,2.2
3267,boardgame,Pizarro & Co.,2002,3,6,45,45,45,12,1213,6.57788,6.19052,1616,109,33,91,475,131,2.4885
8924,boardgame,Dancing Eggs,2003,2,4,10,10,10,5,1411,6.53236,6.1903,2195,37,129,353,532,152,1.0526
37165,boardgame,"Warhammer 40,000 (fifth edition)",2008,2,12,60,60,60,0,893,6.81398,6.19015,1397,28,15,48,207,79,3.7468
41429,boardgame,Band of Brothers: Screaming Eagles,2011,2,2,90,90,90,12,299,7.85853,6.1887,741,34,157,473,172,56,2.6964
22398,boardgame,10 Days in Asia,2007,2,4,25,25,25,10,945,6.69672,6.18867,1153,34,67,159,367,100,1.42
22551,boardgame,Risk: Star Wars Original Trilogy Edition,2006,2,5,120,120,120,10,746,6.93604,6.18792,1538,61,85,299,297,97,2.1134
129351,boardgame,The Cave,2012,2,5,60,60,60,10,1062,6.66969,6.18778,1590,65,231,897,286,80,2.5125
55253,boardgame,Atlantis,2009,2,4,45,45,45,10,1389,6.5353,6.18698,1488,53,61,206,375,137,1.8394
10819,boardgame,Navia Dratp,2004,2,2,30,30,30,8,510,7.18681,6.18619,874,94,65,152,288,54,2.8889
24070,boardgame,Afrika (second edition),2006,2,2,360,360,360,14,339,7.62262,6.18524,844,15,82,183,165,65,2.6462
17393,boardgame,Pax Romana,2006,2,4,600,600,600,12,458,7.27757,6.18517,1031,67,80,358,233,123,3.6667
1265,boardgame,Mystery Rummy: Jekyll & Hyde,2001,2,2,45,45,45,10,1068,6.63476,6.18458,1927,91,60,121,446,112,1.5268
770,boardgame,Loot,1992,2,8,20,20,20,10,4154,6.31795,6.1843,6646,366,60,385,1514,522,1.387
19996,boardgame,Nacht der Magier,2005,2,4,20,20,20,6,919,6.71922,6.18428,1238,27,133,357,364,105,1.1238
141090,boardgame,Kohle & Kolonie,2013,3,5,150,150,150,12,356,7.48462,6.18417,601,19,99,221,111,47,3.8085
35285,boardgame,German Railways,2008,3,5,60,60,60,12,574,6.97514,6.18275,949,48,75,190,270,74,2.8784
2981,boardgame,Breaking Away,1991,2,9,60,60,60,10,386,7.38854,6.18255,352,9,111,178,186,56,2.2857
68228,boardgame,Railways of the World: The Card Game,2010,2,4,60,30,60,8,766,6.80892,6.18234,1179,63,84,203,278,86,2.2093
90870,boardgame,Pelican Cove,2011,1,5,30,30,30,8,810,6.77212,6.18212,940,32,68,193,219,57,1.7719
11971,boardgame,Cockroach Poker,2004,2,6,20,20,20,8,2823,6.377,6.1806,3616,63,97,306,761,316,1.1329
6068,boardgame,Queen's Necklace,2003,2,4,45,30,45,8,1873,6.45651,6.18051,2412,143,95,299,726,206,1.9029
163,boardgame,Balderdash,1984,2,6,60,60,60,12,3205,6.37983,6.17945,4519,239,16,120,1056,278,1.4281
827,boardgame,Attila,2000,2,5,45,45,45,10,1403,6.53502,6.17922,1608,112,48,116,523,145,2.5655
14808,boardgame,Marvel Heroes,2006,2,4,120,120,120,12,2147,6.4348,6.17717,2829,155,158,422,807,319,3.0815
3553,boardgame,Close Action,1997,2,30,240,240,240,12,297,7.8241,6.1763,727,27,69,195,144,70,3.4714
140951,boardgame,Thunderstone: Starter Set,2013,2,5,60,45,60,12,492,7.18285,6.17547,1378,35,61,192,103,25,2.28
5620,boardgame,Vietnam 1965-1975,1984,2,2,360,360,360,12,489,7.26712,6.17505,1412,48,55,114,221,114,4.2456
4688,boardgame,Angola,1988,2,4,480,480,480,0,263,8.01293,6.1747,591,19,74,220,153,36,3.0833
62871,boardgame,Zombie Dice,2010,2,99,20,10,20,10,8785,6.29448,6.17455,15331,248,62,580,1951,629,1.1192
108722,boardgame,Dreadfleet,2011,2,10,60,60,60,12,610,7.09664,6.17439,2379,109,65,289,245,58,2.9483
19841,boardgame,Pentago,2005,2,2,5,5,5,8,1887,6.47535,6.174,3012,146,35,193,499,144,1.9167
25261,boardgame,Tannhuser,2007,2,10,120,60,120,13,2514,6.454,6.17377,4523,284,149,862,835,282,2.7376
171669,boardgame,Discoveries,2015,2,4,60,60,60,14,388,7.37521,6.17376,809,7,232,980,94,36,2.3611
111148,boardgame,Wrfel Bohnanza,2012,2,5,45,45,45,10,922,6.67559,6.17211,1518,27,73,150,241,76,1.3026
32014,boardgame,Confucius,2008,3,5,100,100,100,12,632,6.89108,6.17159,783,48,62,262,278,106,3.717
23540,boardgame,1889,2005,2,6,210,210,210,14,266,7.87331,6.1713,230,3,88,154,126,31,3.7742
128554,boardgame,Vlusp,2012,2,5,45,45,45,10,832,6.74665,6.17122,1003,26,83,299,224,56,1.9107
130877,boardgame,Blood Bound,2013,6,12,30,30,30,14,710,6.88213,6.17122,947,36,33,185,163,43,1.7209
155,boardgame,Was sticht?,1993,3,4,60,60,60,12,534,7.00621,6.17057,719,19,26,66,196,53,2.4151
84772,boardgame,"Sun, Sea & Sand",2010,2,5,60,60,60,10,561,6.97298,6.16969,641,27,75,173,193,53,2.6415
109779,boardgame,Garden Dice,2012,2,4,60,60,60,13,723,6.82272,6.16966,1260,48,153,459,225,60,2.15
52328,boardgame,Malifaux,2009,2,2,0,0,0,0,338,7.66586,6.16904,680,22,25,78,104,36,3.25
171879,boardgame,Kraftwagen,2015,2,4,75,75,75,10,383,7.37048,6.16818,578,11,119,386,94,44,2.7955
1425,boardgame,Raid on St. Nazaire,1987,1,1,180,180,180,12,618,7.04086,6.16772,1454,36,124,245,308,82,2.9512
126008,boardgame,Dungeon Command: Blood of Gruumsh,2013,2,2,90,90,90,12,350,7.66077,6.1673,1253,23,90,197,88,24,2.5
5942,boardgame,Mystery Rummy: Al Capone and the Chicago Underworld,2003,2,4,40,20,40,8,658,6.8833,6.16615,1138,33,82,156,311,88,1.5795
35035,boardgame,World at War: Blood and Bridges,2008,2,2,90,90,90,0,348,7.73267,6.16608,774,17,50,152,138,67,2.7761
3605,boardgame,The Third World War,1984,2,2,360,360,360,12,326,7.72128,6.16584,685,18,57,112,123,46,3.5
1444,boardgame,SPQR,1992,2,2,240,240,240,13,396,7.36828,6.1656,931,40,19,59,151,64,3.7031
21380,boardgame,Conquest of the Fallen Lands,2005,3,5,90,90,90,10,696,6.87106,6.16455,848,72,80,318,321,98,2.3673
7866,boardgame,10 Days in the USA,2003,2,4,30,30,30,10,1536,6.47474,6.16437,1991,117,62,190,652,186,1.4086
12681,boardgame,Neuland,2004,2,4,100,100,100,12,1200,6.53912,6.1642,1932,225,55,218,574,140,3.6857
135281,boardgame,Serenissima (second edition),2012,2,4,90,90,90,13,490,7.12443,6.1639,1012,48,68,241,140,46,2.8913
117942,boardgame,Zooloretto: The Dice Game,2012,2,4,15,15,15,7,1137,6.55812,6.16376,1418,41,95,214,300,110,1.2636
38713,boardgame,Time's Up! Edicin Amarilla,2008,4,12,30,30,30,0,335,7.55773,6.16316,545,4,2,21,52,27,1.1481
8107,boardgame,Risk: The Lord of the Rings Trilogy Edition,2003,2,4,180,180,180,9,2313,6.47544,6.16245,4537,397,51,208,851,216,2.3287
32165,boardgame,Darjeeling,2007,2,5,60,60,60,12,1155,6.5806,6.16179,1180,83,54,179,422,152,2.2237
103132,boardgame,Rapa Nui,2011,2,4,40,40,40,10,596,6.91209,6.16081,633,10,150,323,137,48,2.0833
132428,boardgame,BioShock Infinite: The Siege of Columbia,2013,2,4,60,60,60,13,483,7.15954,6.16072,1430,89,112,474,165,36,2.9444
11945,boardgame,Linq,2004,4,8,45,45,45,10,652,6.86971,6.16067,1030,41,36,147,166,64,1.4375
714,boardgame,Talisman,1983,2,6,240,240,240,9,3937,6.41307,6.16062,4636,202,66,153,1437,417,2.1847
140863,boardgame,Council of Verona,2013,2,5,20,20,20,13,1071,6.59243,6.15997,2034,101,104,448,323,53,1.3585
99875,boardgame,Martian Dice,2011,2,99,10,10,10,8,1982,6.41671,6.15954,3396,76,61,228,589,168,1.0833
4616,boardgame,Arimaa,2002,2,2,60,60,60,10,460,7.36187,6.15883,713,37,52,271,225,57,3.5614
83040,boardgame,Leader 1: Hell of the North,2011,2,10,45,45,45,14,271,7.89336,6.15801,592,9,73,181,90,48,2.6458
25794,boardgame,Axis & Allies Naval Miniatures: War at Sea,2007,2,2,60,60,60,12,632,6.99869,6.15704,1032,42,46,74,256,126,2.0635
1111,boardgame,Taboo,1989,4,10,20,20,20,12,5905,6.28775,6.15675,8171,232,13,147,1453,487,1.2505
118610,boardgame,Santa Cruz,2012,2,4,45,45,45,8,744,6.76728,6.15651,958,43,98,275,196,74,2.1757
9,boardgame,El Caballero,1998,2,4,90,90,90,13,1191,6.54897,6.15625,2019,114,129,312,492,142,3.2113
39242,boardgame,Black Friday,2010,2,5,55,55,55,12,1004,6.62997,6.15617,1247,71,77,231,359,89,2.809
129050,boardgame,P.I.,2012,2,5,45,45,45,13,794,6.73946,6.15617,1180,34,66,242,227,68,2.25
23985,boardgame,Midgard,2007,3,5,60,60,60,12,903,6.65847,6.15541,1143,132,34,164,414,113,2.3717
287,boardgame,Bazaar,1967,2,6,45,45,45,8,1322,6.50097,6.15526,2029,185,92,192,627,133,2.0451
156501,boardgame,Greenland,2014,1,3,120,60,120,12,420,7.25524,6.15513,1164,52,155,492,218,51,3.1569
21641,boardgame,Aqudukt,2005,2,4,30,30,30,8,1478,6.45342,6.15489,1756,185,41,164,644,208,1.6971
9364,boardgame,Doppelkopf,1895,3,6,120,120,120,7,389,7.39987,6.15481,452,4,9,35,115,41,2.8293
464,boardgame,High Tail It!,1995,2,4,30,30,30,10,625,6.86071,6.15468,648,13,61,132,223,60,1.9667
15033,boardgame,Australia,2005,2,5,90,60,90,10,1231,6.52345,6.15417,1370,109,48,182,540,179,2.4022
40831,boardgame,The Pillars of the Earth: Builders Duel,2009,2,2,45,45,45,10,969,6.62866,6.1538,1721,67,110,216,287,88,2.1818
41569,boardgame,The Great Fire of London 1666,2010,3,6,120,80,120,12,1065,6.57392,6.15335,1683,85,142,446,382,115,2.5304
1645,boardgame,War of 1812,1973,2,2,90,90,90,12,546,7.02207,6.15269,887,49,64,136,279,81,2.037
108044,boardgame,Nefarious,2011,2,6,45,30,45,8,1125,6.57955,6.15267,967,43,180,599,311,107,1.7383
987,boardgame,Kingmaker,1974,2,7,240,240,240,12,2314,6.4302,6.15262,4091,286,62,172,943,325,3.0738
422,boardgame,1835,1990,3,7,360,360,360,16,575,6.99522,6.15164,1012,44,38,64,213,90,3.9667
84469,boardgame,Frstenfeld,2010,2,5,60,60,60,13,999,6.58356,6.15152,1159,73,81,256,297,99,2.4646
3439,boardgame,HeroClix,2002,2,2,60,60,60,10,1861,6.47877,6.15066,2825,197,45,58,695,173,2.7688
145633,boardgame,Ascension: Apprentice Edition,2013,2,2,30,30,30,13,423,7.25927,6.15048,1033,54,10,64,133,23,2.1304
157789,boardgame,Pandemic: Contagion,2014,2,5,30,30,30,14,995,6.6162,6.14976,2166,60,102,542,201,56,1.9464
63091,boardgame,Space Hulk (second edition),1996,2,2,90,90,90,10,368,7.48155,6.14911,624,22,34,44,79,29,2.6552
265,boardgame,Intrigue,1994,3,5,45,45,45,12,1990,6.38434,6.14911,2784,180,92,378,860,211,1.9763
1116,boardgame,Oh Hell!,1930,3,7,30,30,30,10,746,6.76374,6.14792,451,14,2,18,303,91,1.8022
112373,boardgame,BraveRats,2011,2,2,15,15,15,8,914,6.6517,6.14789,1784,57,67,267,316,66,1.1515
169,boardgame,En Garde,1993,2,2,30,30,30,8,1291,6.50838,6.1476,1653,52,119,304,523,116,1.3966
3967,boardgame,Battlefleet Gothic,1999,2,4,180,180,180,12,762,6.86912,6.14736,1069,25,39,85,242,107,2.9065
74390,boardgame,Rolling Freight,2012,2,5,180,120,180,13,542,6.96838,6.14717,902,30,168,477,219,55,3.0364
22192,boardgame,HeroQuest Advanced Quest,1990,2,5,90,90,90,10,549,7.21514,6.14711,1025,30,74,144,106,36,2.3333
5795,boardgame,Richelieu,2003,2,2,45,45,45,12,862,6.66219,6.1464,1048,37,60,143,363,103,1.8932
76674,boardgame,String Railway,2009,2,5,30,30,30,8,1187,6.52168,6.14584,1932,88,144,457,354,86,1.4419
97357,boardgame,Sunrise City,2012,2,4,60,60,60,10,773,6.73454,6.14524,1129,69,71,275,256,71,2.3239
4174,boardgame,Lifeboat,2002,4,6,60,60,60,13,1650,6.43437,6.14507,2488,81,122,436,483,139,1.6978
811,boardgame,Rummikub,1977,2,4,60,60,60,8,6425,6.26903,6.14492,10742,282,12,133,1636,614,1.785
136440,boardgame,Canterbury,2013,2,4,90,90,90,10,471,7.11345,6.14413,773,34,63,233,156,58,3.0862
31056,boardgame,Micro Mutants: Evolution,2007,2,4,30,30,30,10,785,6.73898,6.14402,1378,126,22,119,284,80,1.425
35350,boardgame,Field Commander: Alexander,2009,1,1,90,90,90,12,512,7.08449,6.14392,1116,60,91,276,243,67,2.2985
158109,boardgame,Onward to Venus,2014,2,5,120,90,120,0,515,7.03388,6.14363,1029,26,73,328,192,52,2.7115
53168,boardgame,Triumvirate,2009,2,2,15,15,15,12,657,6.80551,6.14327,982,65,93,293,309,60,1.9333
6719,boardgame,Liberty: The American Revolution 1775-83,2003,2,2,180,180,180,12,414,7.22259,6.14234,716,47,85,170,197,60,2.6
1017,boardgame,Fresh Fish,1997,2,5,60,60,60,12,825,6.66098,6.14194,802,43,88,156,402,87,3.046
123239,boardgame,Wits & Wagers Party,2012,4,18,25,25,25,8,576,6.93122,6.14122,1329,54,20,110,119,26,1.1538
94389,boardgame,Urbion,2012,1,2,15,15,15,13,582,6.96127,6.14036,1387,29,102,381,212,52,1.8654
29109,boardgame,Dust,2007,2,6,240,240,240,12,1222,6.53104,6.14012,2197,127,121,528,438,146,2.6027
1585,boardgame,Burma,1999,2,2,120,120,120,12,258,7.87548,6.13972,1022,21,50,115,139,50,4
65534,boardgame,The Ares Project,2011,2,4,60,60,60,13,514,7.03649,6.13933,1504,155,83,424,257,72,3.2917
152053,boardgame,Lagoon: Land of Druids,2014,1,4,60,60,60,0,607,6.94462,6.13757,1786,119,66,367,242,57,2.7193
29410,boardgame,Municipium,2008,2,4,60,60,60,10,663,6.78415,6.1371,814,75,57,178,298,84,2.4643
541,boardgame,Das Motorsportspiel,1995,2,12,120,120,120,10,322,7.45782,6.13657,408,19,99,151,155,38,2
3655,boardgame,The Settlers of Canaan,2002,2,4,60,60,60,7,995,6.82366,6.13605,1554,94,28,95,359,114,2.3596
146408,boardgame,Sentinel Tactics: The Flame of Freedom,2014,2,8,45,45,45,13,394,7.31206,6.13494,1302,55,68,219,139,33,2.5152
96713,boardgame,Deadwood,2011,2,5,60,60,60,13,1230,6.50965,6.13445,2124,146,95,448,352,110,2.1455
122889,boardgame,Dominare,2012,2,6,120,120,120,12,571,6.92728,6.13379,1011,31,98,399,195,60,3.45
1597,boardgame,Streetcar,1995,2,5,60,60,60,10,1258,6.48748,6.13373,1797,131,37,111,453,150,2.0733
143405,boardgame,Sylvion,2015,1,2,30,30,30,10,303,7.57059,6.13299,1084,18,110,489,97,22,1.7727
118705,boardgame,Geistesblitz 2.0,2012,2,8,30,30,30,8,615,6.87634,6.13299,1164,16,36,89,142,48,1.3125
165948,boardgame,Mangrovia,2014,2,5,75,75,75,10,381,7.2826,6.13265,516,9,83,272,92,43,2.5349
380,boardgame,Polarity,1986,2,4,20,20,20,8,1534,6.45507,6.13246,2090,145,105,412,712,217,1.7005
4370,boardgame,Fische Fluppen Frikadellen,2002,2,5,90,90,90,10,874,6.63659,6.13194,1078,39,76,209,351,82,2.5122
44,boardgame,David & Goliath,1998,3,6,60,60,60,8,1324,6.45238,6.13074,1619,74,105,292,553,172,1.6395
4583,boardgame,Pinochle,1904,2,4,45,45,45,10,707,6.78925,6.13047,729,6,2,17,237,76,2.3289
113927,boardgame,Nightfall: The Coldest War,2012,2,5,45,45,45,12,307,7.51417,6.13029,1052,62,23,86,58,20,2.8
155708,boardgame,Tiny Epic Defenders,2015,1,4,30,30,30,13,851,6.68075,6.1302,2793,92,73,290,319,67,1.8209
34320,boardgame,Shanghaien,2008,2,2,20,20,20,8,882,6.64876,6.12981,942,35,101,220,293,97,1.4639
11096,boardgame,Tahuantinsuyu,2004,3,4,180,180,180,12,390,7.19608,6.12943,521,43,70,144,237,56,3.2857
135243,boardgame,Triassic Terror,2013,2,6,120,90,120,14,457,7.09125,6.12936,771,29,104,321,156,43,2.7442
8172,boardgame,Coyote,2003,3,6,30,20,30,10,887,6.62371,6.12906,1023,25,51,135,237,96,1.2083
27739,boardgame,Hearts and Minds: Vietnam 1965-1975,2010,2,2,180,180,180,12,280,7.68532,6.12892,673,16,89,220,178,53,2.7925
66085,boardgame,Keltis: Das Orakel,2010,2,4,30,30,30,10,467,7.03426,6.12837,654,15,41,98,134,52,2.1154
79073,boardgame,Resident Evil Deck Building Game,2010,1,4,30,30,30,13,1279,6.57606,6.12836,2118,122,48,236,353,100,2.26
25674,boardgame,Khronos,2006,2,5,90,90,90,10,1514,6.42292,6.12836,2142,130,107,405,566,205,3.5366
30539,boardgame,Get Bit!,2007,3,6,20,20,20,7,3307,6.27633,6.12798,5460,133,155,691,882,233,1.1159
123160,boardgame,Battle For Souls,2013,1,4,60,60,60,14,415,7.38588,6.12757,748,39,88,325,165,51,2.3333
141791,boardgame,Piata,2013,2,2,30,30,30,13,492,7.01641,6.1275,952,31,91,247,136,22,1.5
24037,boardgame,Escape from Atlantis,1986,2,4,60,60,60,8,1040,6.56256,6.12725,1569,88,52,119,375,141,1.5745
338,boardgame,Bargain Hunter,1998,3,4,60,60,60,10,616,6.81367,6.12705,788,38,85,145,276,57,1.8772
19363,boardgame,Havoc: The Hundred Years War,2005,2,6,60,60,60,10,722,6.73642,6.12676,825,51,72,174,381,129,2.1395
85,boardgame,Quebec 1759,1972,2,2,60,60,60,12,554,6.94586,6.12673,976,37,110,186,312,81,2.1235
329,boardgame,Russian Front,1985,2,2,1200,1200,1200,12,519,7.11794,6.12633,1093,45,29,51,211,89,3.3258
137776,boardgame,Praetor,2014,2,5,75,75,75,12,646,6.81895,6.12604,1105,83,87,316,187,57,2.9474
86955,boardgame,Munchkin Zombies,2011,3,6,90,90,90,10,1440,6.53969,6.12531,3723,131,29,169,233,82,2.0122
129320,boardgame,Castle Dice,2013,1,4,45,45,45,10,624,6.83663,6.12391,1045,24,119,371,196,53,2.2642
87821,boardgame,Kingdom of Solomon,2012,2,4,60,60,60,12,460,7.04443,6.12378,754,47,84,220,172,56,2.7679
65673,boardgame,Masques,2010,2,4,45,45,45,13,896,6.63669,6.12316,1871,80,40,180,228,68,2.0147
2266,boardgame,Gobblet,2000,2,2,20,20,20,7,1121,6.55392,6.12291,1730,125,26,115,406,101,1.901
25071,boardgame,Munchkin Cthulhu,2007,3,6,90,90,90,10,3161,6.3709,6.12259,6170,202,37,264,566,223,1.7085
68247,boardgame,The Mines of Zavandor,2010,2,4,90,45,90,10,755,6.68414,6.1224,1368,115,47,168,248,67,2.6269
140519,boardgame,Myth,2014,2,5,120,120,120,12,902,6.83055,6.12225,2329,105,158,941,454,106,3.7925
19948,boardgame,Rum & Pirates,2006,2,5,60,60,60,9,1468,6.43816,6.12195,2011,64,125,284,577,191,1.9476
31133,boardgame,Ice Flow,2008,2,4,45,45,45,11,1245,6.48982,6.12192,1496,135,87,270,463,138,2.1522
96613,boardgame,Alcatraz: The Scapegoat,2011,3,4,60,45,60,15,1055,6.55942,6.12145,1361,81,68,319,284,79,2.3291
56707,boardgame,Colonia,2009,3,6,120,120,120,12,950,6.57996,6.12104,1216,67,55,209,294,94,3.1596
80642,boardgame,Antics!,2010,3,4,60,60,60,10,466,7.0273,6.11995,519,21,112,285,175,51,2.6667
70519,boardgame,Cruel Necessity,2013,1,1,60,60,60,13,261,7.84674,6.11935,757,14,106,380,116,39,2.7692
67877,boardgame,Anomia,2010,3,6,30,30,30,10,786,6.71305,6.11801,1236,32,38,163,217,61,1.0984
132018,boardgame,Churchill,2015,1,3,300,60,300,0,233,8.03429,6.11785,805,15,178,617,135,52,2.8654
8817,boardgame,Call of Cthulhu: Collectible Card Game,2004,2,2,30,30,30,12,614,6.93144,6.11744,928,78,34,70,268,95,2.5579
11265,boardgame,Wellington,2005,2,4,180,180,180,12,532,6.93363,6.11741,1144,62,33,84,257,106,3.217
101020,boardgame,PAX,2011,1,4,30,30,30,10,580,6.8348,6.11676,803,29,70,183,188,60,2.1667
79131,boardgame,Star Trek: Expeditions,2011,1,4,60,60,60,14,1138,6.53861,6.11668,2018,154,89,412,375,115,2.4174
28025,boardgame,Wicked Witches Way,2006,2,6,30,30,30,8,1249,6.47334,6.11622,1636,107,44,205,394,161,1.4534
24509,boardgame,Ruse & Bruise,2006,2,6,30,30,30,8,1442,6.44629,6.1157,1922,91,30,127,409,200,1.89
2652,boardgame,Wise and Otherwise,1997,2,6,45,45,45,12,736,6.74813,6.11548,1086,111,27,99,279,70,1.4714
20022,boardgame,Terra Nova,2006,2,4,45,45,45,13,1329,6.43094,6.11475,1907,150,35,151,479,145,2.2966
2247,boardgame,Zero!,2001,2,10,60,60,60,12,539,6.92068,6.11455,1097,87,14,51,238,70,2.2857
1372,boardgame,Rise of the Luftwaffe,1993,2,8,20,20,20,12,454,7.0696,6.11435,808,43,47,69,160,58,2.1724
21892,boardgame,Augsburg 1520,2006,2,5,75,25,75,12,1113,6.49083,6.11408,1702,101,47,152,443,157,2.6752
40398,boardgame,Monopoly Deal Card Game,2008,2,5,15,15,15,8,4333,6.28158,6.11377,7655,264,21,137,1249,396,1.3258
40214,boardgame,Bombay,2009,2,5,45,45,45,10,1295,6.4474,6.11374,1668,150,47,183,470,164,2.0305
3128,boardgame,Clippers,2002,2,5,90,90,90,10,844,6.63579,6.11285,1050,70,55,124,371,95,2.6316
200,boardgame,Entdecker,1996,2,4,60,60,60,10,1156,6.49315,6.11263,1708,85,65,165,344,120,2.225
155695,boardgame,Age of War,2014,2,6,20,20,20,14,1519,6.43059,6.11246,2556,73,78,298,414,108,1.1481
115293,boardgame,Fortress America,2012,2,4,150,150,150,0,486,7.00574,6.11221,1642,82,89,325,172,49,2.7143
162823,boardgame,El Gaucho,2014,2,4,60,60,60,10,540,6.89226,6.11189,738,16,99,320,136,42,2.1667
25234,boardgame,Catan Histories: Struggle for Rome,2006,3,4,120,120,120,10,1124,6.49161,6.11125,1782,98,55,171,373,146,2.5411
157917,boardgame,The Lord of the Ice Garden,2014,2,4,90,90,90,14,255,8.04898,6.11107,400,8,86,444,81,47,4.0638
128063,boardgame,Uchronia,2012,2,5,60,45,60,14,736,6.6931,6.11107,1245,88,115,373,227,63,2.6508
141932,boardgame,The Agents,2013,2,5,40,20,40,8,1039,6.58231,6.11043,2474,203,28,148,385,77,2.3766
136000,boardgame,Rivet Wars: Eastern Front,2013,2,2,30,30,30,14,352,7.50591,6.10968,1049,38,71,283,119,38,2.5
635,boardgame,Formula Motor Racing,1995,3,6,20,20,20,8,1579,6.39548,6.10963,1802,73,59,136,588,199,1.1859
101786,boardgame,Dust Tactics: Revised Core Set,2011,2,4,45,45,45,14,337,7.61395,6.10945,909,37,47,134,87,35,2.5143
137031,boardgame,Ancient Terrible Things,2014,2,4,60,60,60,14,425,7.17351,6.10938,755,16,109,378,135,35,2.0857
552,boardgame,Bus,1999,3,5,120,120,120,14,593,6.81221,6.10902,635,8,155,246,240,62,3.0484
154259,boardgame,Province,2014,2,2,25,25,25,13,854,6.61773,6.10888,2388,113,29,144,296,78,1.8333
175199,boardgame,Mottainai,2015,2,5,30,15,30,13,360,7.24028,6.10851,1233,20,96,466,162,43,2.8372
9408,boardgame,Dos Rios,2004,2,4,70,70,70,12,1133,6.49381,6.10843,1394,107,81,209,489,132,2.5076
1430,boardgame,Caesar at Alesia,1976,2,4,360,360,360,12,477,7.06598,6.10829,999,48,44,71,224,69,3
27172,boardgame,Ponte del Diavolo,2007,2,2,25,25,25,10,806,6.63196,6.10815,1115,71,43,163,313,86,2.3605
42743,boardgame,Opera,2009,2,4,90,90,90,12,849,6.64996,6.10809,1048,74,62,234,274,107,3.2523
130390,boardgame,Ruhrschifffahrt 1769-1890,2012,2,4,120,120,120,12,323,7.39861,6.1071,556,8,120,264,117,49,3.4898
175,boardgame,Raj,1988,2,5,20,20,20,8,1306,6.44803,6.10705,1884,85,52,124,558,178,1.2079
