loan_amnt,term,installment,grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,last_fico_range_high,last_fico_range_low,delinq_amnt,pub_rec_bankruptcies,fico_average
6000.0,0,189.38,1,7,0,100000.0,0,1.0,0,9.61,0.0,1.0,9.0,0.0,5170.0,0.488,23.0,764.0,760.0,0.0,0.0,722.0
35000.0,0,1256.4,4,1,0,190000.0,2,1.0,0,13.36,1.0,2.0,11.0,0.0,8177.0,0.593,16.0,754.0,750.0,0.0,0.0,682.0
20000.0,0,631.26,1,10,0,63000.0,2,1.0,0,11.85,0.0,1.0,11.0,0.0,20216.0,0.454,27.0,749.0,745.0,0.0,0.0,742.0
35000.0,0,1230.33,4,10,0,97000.0,2,1.0,0,20.75,0.0,0.0,8.0,0.0,79419.0,0.7559999999999999,30.0,699.0,695.0,0.0,0.0,707.0
6000.0,0,182.51,1,1,3,51000.0,1,1.0,0,14.45,0.0,1.0,11.0,0.0,53.0,0.002,34.0,819.0,815.0,0.0,0.0,782.0
2500.0,0,77.76,1,0,3,119004.0,0,1.0,2,10.68,0.0,0.0,9.0,0.0,12345.0,0.643,14.0,759.0,755.0,0.0,0.0,717.0
18000.0,1,442.43,4,5,3,103000.0,2,0.0,1,24.24,0.0,3.0,11.0,0.0,35385.0,0.758,35.0,624.0,620.0,0.0,0.0,697.0
24000.0,0,746.44,1,0,0,85000.0,2,1.0,2,8.16,0.0,0.0,7.0,0.0,7980.0,0.505,30.0,674.0,670.0,0.0,0.0,742.0
25000.0,1,352.7,2,7,0,88000.0,1,1.0,0,19.01,0.0,0.0,12.0,0.0,8935.0,0.226,30.0,714.0,710.0,0.0,0.0,767.0
30000.0,0,1049.1,4,10,0,200000.0,1,1.0,0,17.3,1.0,0.0,18.0,0.0,115901.0,0.742,39.0,769.0,765.0,0.0,0.0,707.0
4200.0,0,141.5,3,10,2,35000.0,0,1.0,0,21.6,0.0,0.0,11.0,1.0,13117.0,0.898,17.0,659.0,655.0,0.0,0.0,667.0
8600.0,1,209.09,4,6,0,42100.0,1,1.0,1,20.52,0.0,2.0,8.0,0.0,13205.0,0.7909999999999999,21.0,569.0,565.0,0.0,0.0,717.0
3200.0,0,101.01,1,3,2,50000.0,0,1.0,0,24.53,0.0,2.0,21.0,0.0,7775.0,0.271,45.0,709.0,705.0,0.0,0.0,717.0
14600.0,1,397.95,6,6,3,61200.0,0,1.0,0,8.33,0.0,0.0,3.0,0.0,12165.0,0.943,19.0,629.0,625.0,0.0,0.0,672.0
4600.0,0,158.99,3,0,3,30000.0,1,1.0,0,18.44,1.0,1.0,14.0,0.0,15543.0,0.507,24.0,694.0,690.0,0.0,0.0,667.0
6225.0,0,203.77,2,2,3,63250.0,0,1.0,0,10.19,0.0,0.0,9.0,0.0,11417.0,0.835,13.0,709.0,705.0,0.0,0.0,682.0
35000.0,0,1154.0,2,3,3,165000.0,2,1.0,0,16.12,0.0,0.0,12.0,0.0,87308.0,0.672,39.0,734.0,730.0,0.0,0.0,732.0
10000.0,0,336.9,3,5,3,42000.0,0,1.0,0,22.6,0.0,1.0,10.0,0.0,11589.0,0.618,25.0,629.0,625.0,0.0,0.0,692.0
20000.0,1,380.26,5,10,0,117000.0,2,1.0,0,21.24,0.0,0.0,8.0,0.0,62785.0,0.931,20.0,729.0,725.0,0.0,0.0,682.0
20000.0,0,664.2,2,7,3,65004.0,2,1.0,0,13.81,0.0,0.0,6.0,0.0,10649.0,0.88,20.0,734.0,730.0,0.0,0.0,697.0
25600.0,0,778.69,1,10,0,192000.0,2,1.0,0,4.18,0.0,0.0,13.0,0.0,12153.0,0.18600000000000005,44.0,709.0,705.0,0.0,0.0,777.0
16800.0,0,506.69,1,1,0,115000.0,2,1.0,1,4.98,0.0,1.0,17.0,0.0,67820.0,0.344,33.0,819.0,815.0,0.0,0.0,807.0
15000.0,1,333.6,2,8,0,88712.0,1,1.0,0,7.97,0.0,0.0,11.0,0.0,21212.0,0.411,29.0,764.0,760.0,0.0,0.0,727.0
20000.0,0,617.46,1,5,3,162000.0,2,1.0,0,12.81,0.0,0.0,15.0,0.0,28607.0,0.476,40.0,784.0,780.0,0.0,0.0,757.0
20000.0,1,532.67,6,4,0,120000.0,2,1.0,0,16.26,1.0,3.0,13.0,0.0,13315.0,0.34700000000000003,37.0,699.0,695.0,0.0,0.0,667.0
10000.0,0,315.63,1,10,3,35000.0,0,1.0,0,20.88,0.0,2.0,4.0,0.0,5864.0,0.838,24.0,754.0,750.0,0.0,0.0,737.0
14000.0,1,378.67,6,3,3,90000.0,0,1.0,2,20.29,2.0,2.0,30.0,0.0,16491.0,0.209,63.0,784.0,780.0,0.0,0.0,697.0
4800.0,0,151.51,1,0,3,33600.0,2,1.0,0,9.0,0.0,0.0,10.0,0.0,6320.0,0.5539999999999999,16.0,724.0,720.0,0.0,0.0,702.0
20000.0,1,495.87,4,4,0,45000.0,2,1.0,0,17.07,0.0,0.0,11.0,0.0,19959.0,0.684,28.0,649.0,645.0,0.0,0.0,687.0
8000.0,0,258.1,2,4,0,100000.0,0,1.0,1,13.22,0.0,0.0,12.0,0.0,11772.0,0.85,30.0,639.0,635.0,0.0,0.0,712.0
25000.0,1,634.7,5,0,0,102000.0,2,0.0,0,20.69,0.0,2.0,10.0,0.0,96652.0,0.439,29.0,634.0,630.0,0.0,0.0,687.0
16000.0,0,531.36,2,2,3,96000.0,2,1.0,0,7.16,0.0,0.0,6.0,0.0,1498.0,0.3,15.0,664.0,660.0,0.0,0.0,692.0
12000.0,0,365.01,1,3,0,77000.0,1,1.0,1,8.79,0.0,1.0,9.0,0.0,710.0,0.03,31.0,739.0,735.0,0.0,0.0,777.0
3000.0,0,93.31,1,10,0,110400.0,0,1.0,0,19.16,0.0,0.0,14.0,0.0,21979.0,0.836,41.0,749.0,745.0,0.0,0.0,712.0
15000.0,1,368.69,4,2,3,50004.0,0,0.0,0,16.29,0.0,0.0,10.0,0.0,27861.0,0.807,21.0,559.0,555.0,0.0,0.0,692.0
7500.0,0,241.97,2,8,3,30000.0,1,0.0,0,22.64,0.0,0.0,11.0,0.0,5742.0,0.456,30.0,669.0,665.0,0.0,0.0,707.0
4800.0,0,159.41,2,1,3,29534.0,1,1.0,0,13.77,0.0,0.0,4.0,0.0,1235.0,0.334,7.0,754.0,750.0,0.0,0.0,702.0
15000.0,0,494.57,2,10,3,121000.0,1,1.0,0,4.33,0.0,0.0,8.0,0.0,8816.0,0.767,10.0,684.0,680.0,0.0,0.0,697.0
10000.0,1,219.88,2,2,3,60000.0,2,1.0,0,25.34,0.0,0.0,6.0,0.0,3616.0,0.373,7.0,694.0,690.0,0.0,0.0,722.0
1850.0,0,61.44,2,0,3,42000.0,2,1.0,0,18.31,0.0,2.0,19.0,0.0,4543.0,0.927,28.0,654.0,650.0,0.0,0.0,697.0
30000.0,1,428.23,2,10,3,165000.0,2,1.0,0,15.48,0.0,0.0,13.0,0.0,23672.0,0.412,46.0,794.0,790.0,0.0,0.0,752.0
6625.0,0,230.41,3,10,0,40269.0,0,1.0,2,20.17,2.0,3.0,16.0,0.0,12615.0,0.83,53.0,609.0,605.0,0.0,0.0,667.0
6000.0,0,180.96,1,5,0,32000.0,1,1.0,0,0.75,1.0,0.0,6.0,0.0,1281.0,0.261,13.0,739.0,735.0,0.0,0.0,747.0
15000.0,1,307.68,1,10,0,48000.0,1,1.0,0,13.35,0.0,0.0,9.0,0.0,99.0,0.001,17.0,804.0,800.0,0.0,0.0,812.0
8000.0,0,243.34,1,0,3,75000.0,1,1.0,2,3.39,0.0,0.0,6.0,0.0,558.0,0.02,8.0,754.0,750.0,0.0,0.0,757.0
35000.0,1,666.72,4,3,3,98000.0,2,1.0,0,20.49,0.0,0.0,10.0,0.0,30199.0,0.599,32.0,734.0,730.0,0.0,0.0,732.0
20000.0,1,478.22,3,10,0,60000.0,2,0.0,0,16.5,0.0,2.0,13.0,0.0,28929.0,0.7340000000000001,42.0,644.0,640.0,0.0,0.0,707.0
3000.0,1,61.54,1,10,0,52800.0,0,1.0,0,26.09,0.0,0.0,8.0,0.0,3810.0,0.693,15.0,789.0,785.0,0.0,0.0,752.0
6400.0,0,206.48,2,10,3,33000.0,1,1.0,0,16.11,0.0,1.0,16.0,0.0,6696.0,0.18,23.0,784.0,780.0,0.0,0.0,712.0
19000.0,1,266.29,2,10,0,75000.0,0,0.0,0,14.83,0.0,0.0,7.0,0.0,39025.0,0.648,28.0,559.0,555.0,0.0,0.0,727.0
8000.0,0,260.36,2,3,0,102500.0,0,1.0,0,13.08,0.0,0.0,9.0,0.0,5441.0,0.309,20.0,709.0,705.0,0.0,0.0,702.0
7000.0,1,167.38,3,2,0,65000.0,1,1.0,0,2.82,1.0,1.0,6.0,0.0,2130.0,0.3670000000000001,21.0,659.0,655.0,0.0,0.0,707.0
10000.0,1,245.8,4,7,0,100008.0,2,1.0,0,9.64,2.0,1.0,10.0,0.0,10078.0,0.8490000000000001,29.0,769.0,765.0,0.0,0.0,687.0
12000.0,1,254.91,2,10,0,71000.0,2,1.0,1,23.78,0.0,1.0,17.0,0.0,16191.0,0.194,31.0,784.0,780.0,0.0,0.0,787.0
7000.0,0,227.82,2,2,3,52000.0,0,1.0,0,7.71,0.0,1.0,5.0,0.0,6680.0,0.339,13.0,689.0,685.0,0.0,0.0,712.0
3000.0,0,98.92,2,10,3,42000.0,0,0.0,0,12.26,0.0,1.0,6.0,0.0,5278.0,0.6679999999999999,12.0,624.0,620.0,0.0,0.0,692.0
25975.0,0,924.66,4,5,0,80000.0,1,1.0,0,21.58,0.0,1.0,24.0,0.0,57287.0,0.852,60.0,724.0,720.0,0.0,0.0,692.0
2400.0,0,81.44,3,1,3,50000.0,0,1.0,0,7.13,0.0,0.0,6.0,0.0,949.0,0.6609999999999999,11.0,704.0,700.0,0.0,0.0,662.0
4600.0,0,151.67,2,6,3,50000.0,2,1.0,0,21.79,0.0,0.0,7.0,0.0,5409.0,0.7509999999999999,13.0,729.0,725.0,0.0,0.0,682.0
6000.0,0,186.61,1,2,0,72000.0,0,1.0,2,23.33,0.0,0.0,10.0,0.0,31516.0,0.6679999999999999,21.0,759.0,755.0,0.0,0.0,717.0
14400.0,0,520.53,5,1,3,74000.0,0,1.0,0,12.23,0.0,1.0,7.0,0.0,19056.0,0.967,12.0,704.0,700.0,0.0,0.0,667.0
6000.0,0,199.26,2,1,3,24000.0,0,1.0,0,5.95,0.0,0.0,3.0,0.0,5757.0,0.959,8.0,714.0,710.0,0.0,0.0,722.0
9800.0,0,298.1,1,3,0,80000.0,0,1.0,0,14.44,0.0,0.0,5.0,0.0,11466.0,0.34600000000000003,18.0,799.0,795.0,0.0,0.0,767.0
13250.0,1,200.64,2,10,0,36000.0,2,0.0,0,25.53,0.0,0.0,14.0,0.0,27349.0,0.684,34.0,659.0,655.0,0.0,0.0,722.0
17000.0,1,366.16,2,0,3,83500.0,2,1.0,0,15.56,0.0,0.0,11.0,0.0,4465.0,0.425,18.0,709.0,705.0,0.0,0.0,752.0
2400.0,0,78.11,2,0,2,19200.0,1,1.0,1,0.63,0.0,0.0,3.0,0.0,174.0,0.087,4.0,754.0,750.0,0.0,0.0,762.0
12000.0,0,395.66,2,5,0,108000.0,0,0.0,0,15.81,0.0,1.0,11.0,1.0,23103.0,0.66,16.0,599.0,595.0,0.0,1.0,702.0
30000.0,0,1084.43,5,4,0,124000.0,2,1.0,0,19.95,0.0,0.0,16.0,1.0,31595.0,0.8590000000000001,41.0,624.0,620.0,0.0,0.0,677.0
6000.0,0,203.59,3,4,2,50460.8,0,1.0,0,22.45,0.0,1.0,5.0,0.0,3838.0,0.426,8.0,764.0,760.0,0.0,0.0,677.0
17850.0,0,592.8,2,1,0,100280.0,1,1.0,0,16.23,0.0,0.0,18.0,0.0,28640.0,0.48,34.0,679.0,675.0,0.0,0.0,692.0
13500.0,1,345.69,5,3,0,66000.0,2,0.0,0,18.89,0.0,1.0,7.0,0.0,1498.0,0.333,13.0,499.0,0.0,0.0,0.0,682.0
14000.0,1,230.48,2,10,0,72000.0,0,1.0,0,9.42,0.0,3.0,10.0,0.0,8802.0,0.299,18.0,649.0,645.0,0.0,0.0,777.0
25000.0,0,842.23,3,10,0,150000.0,2,1.0,0,9.82,1.0,0.0,7.0,0.0,34064.0,0.188,24.0,724.0,720.0,0.0,0.0,697.0
5600.0,1,147.41,5,3,3,35000.0,2,1.0,1,0.0,0.0,1.0,2.0,0.0,0.0,0.0,15.0,679.0,675.0,0.0,0.0,687.0
4000.0,0,130.18,2,6,3,28550.0,0,1.0,0,17.86,0.0,1.0,6.0,0.0,3968.0,0.763,18.0,714.0,710.0,0.0,0.0,702.0
12000.0,1,291.76,4,2,0,78000.0,1,1.0,0,17.48,0.0,1.0,12.0,0.0,18866.0,0.513,18.0,774.0,770.0,0.0,0.0,687.0
25000.0,0,771.82,1,10,0,69000.0,2,1.0,0,16.89,0.0,0.0,7.0,0.0,17686.0,0.487,36.0,769.0,765.0,0.0,0.0,752.0
17875.0,0,551.85,1,10,2,30000.0,0,1.0,0,20.32,0.0,0.0,6.0,0.0,10722.0,0.232,15.0,764.0,760.0,0.0,0.0,762.0
20000.0,1,316.63,2,6,3,85000.0,2,0.0,0,20.94,0.0,0.0,10.0,0.0,8656.0,0.312,35.0,649.0,645.0,0.0,0.0,732.0
18000.0,0,580.73,2,0,3,66000.0,0,1.0,0,21.67,0.0,3.0,12.0,0.0,23784.0,0.599,16.0,789.0,785.0,0.0,0.0,727.0
3000.0,0,94.69,1,10,0,110000.0,1,1.0,2,16.31,0.0,0.0,20.0,0.0,11537.0,0.378,36.0,639.0,635.0,0.0,0.0,707.0
2500.0,0,77.19,1,4,0,110000.0,0,1.0,0,8.28,0.0,0.0,10.0,0.0,89.0,0.003,39.0,719.0,715.0,0.0,0.0,737.0
22000.0,1,340.47,3,0,0,84400.0,2,1.0,0,21.31,0.0,0.0,15.0,0.0,9004.0,0.841,25.0,699.0,695.0,0.0,0.0,712.0
12000.0,0,365.01,1,8,0,198000.0,1,1.0,0,9.24,0.0,0.0,9.0,0.0,53314.0,0.198,31.0,744.0,740.0,0.0,0.0,742.0
30000.0,1,789.66,5,10,0,129000.0,2,1.0,0,15.15,0.0,0.0,11.0,0.0,38900.0,0.818,31.0,684.0,680.0,0.0,0.0,692.0
30000.0,1,525.55,5,5,0,150000.0,1,1.0,0,2.62,1.0,1.0,9.0,0.0,12575.0,0.602,29.0,679.0,675.0,0.0,0.0,702.0
6000.0,0,199.26,2,10,0,75000.0,0,1.0,0,20.53,0.0,1.0,9.0,1.0,3592.0,0.718,34.0,654.0,650.0,0.0,1.0,682.0
10000.0,0,336.9,3,3,0,65000.0,2,1.0,0,21.97,1.0,1.0,19.0,0.0,49625.0,0.5720000000000001,27.0,694.0,690.0,0.0,0.0,687.0
8300.0,0,271.7,2,10,3,45020.0,0,1.0,0,13.94,0.0,0.0,12.0,0.0,12035.0,0.519,25.0,729.0,725.0,0.0,0.0,697.0
19000.0,1,467.01,4,6,0,73000.0,1,1.0,0,13.25,1.0,1.0,15.0,0.0,18727.0,0.503,37.0,689.0,685.0,0.0,0.0,692.0
25000.0,1,534.89,4,4,3,58295.0,2,1.0,1,14.68,0.0,1.0,6.0,0.0,8815.0,0.584,14.0,694.0,690.0,0.0,0.0,717.0
25000.0,1,403.75,3,0,0,108000.0,2,0.0,0,20.62,0.0,3.0,13.0,0.0,10572.0,0.342,39.0,739.0,735.0,0.0,0.0,747.0
15000.0,1,228.25,2,4,3,70000.0,1,1.0,0,20.44,0.0,0.0,12.0,0.0,18914.0,0.277,24.0,779.0,775.0,0.0,0.0,742.0
18000.0,1,391.28,2,8,0,71991.0,1,1.0,0,9.33,0.0,0.0,13.0,1.0,10274.0,0.337,22.0,794.0,790.0,0.0,1.0,722.0
14000.0,1,297.39,2,10,0,42000.0,1,1.0,0,11.57,0.0,2.0,8.0,0.0,3160.0,0.153,29.0,739.0,735.0,0.0,0.0,782.0
7800.0,0,255.33,2,4,2,120000.0,1,1.0,1,10.78,0.0,5.0,9.0,0.0,5338.0,0.159,13.0,749.0,745.0,0.0,0.0,747.0
21000.0,1,520.67,4,10,3,55200.0,2,0.0,0,23.53,0.0,0.0,6.0,0.0,4124.0,0.6759999999999999,31.0,659.0,655.0,0.0,0.0,702.0
2400.0,0,73.01,1,6,0,55000.0,2,1.0,1,18.74,0.0,1.0,13.0,0.0,3193.0,0.09,38.0,824.0,820.0,0.0,0.0,762.0
4000.0,0,121.67,1,10,3,50582.0,1,0.0,0,4.29,0.0,0.0,9.0,0.0,4533.0,0.331,15.0,694.0,690.0,0.0,0.0,737.0
12000.0,0,387.15,2,9,0,77000.0,0,1.0,0,27.27,0.0,2.0,11.0,0.0,12742.0,0.65,26.0,799.0,795.0,0.0,0.0,732.0
12000.0,0,395.66,2,6,3,77000.0,2,1.0,0,20.51,0.0,0.0,11.0,0.0,11921.0,0.731,27.0,699.0,695.0,0.0,0.0,677.0
18000.0,0,589.22,2,10,0,123504.0,1,1.0,0,7.69,0.0,0.0,5.0,0.0,41844.0,0.969,17.0,749.0,745.0,0.0,0.0,727.0
14000.0,0,422.24,1,4,3,80000.0,0,1.0,0,6.76,0.0,0.0,6.0,0.0,23983.0,0.5710000000000001,15.0,749.0,745.0,0.0,0.0,747.0
15000.0,0,456.27,1,6,3,87000.0,2,1.0,0,4.15,0.0,0.0,4.0,0.0,3417.0,0.07,11.0,804.0,800.0,0.0,0.0,797.0
12000.0,0,387.15,2,4,0,74000.0,0,1.0,0,7.25,0.0,0.0,3.0,0.0,14904.0,0.903,17.0,749.0,745.0,0.0,0.0,757.0
8000.0,0,241.28,1,1,0,60000.0,0,1.0,2,7.96,0.0,0.0,14.0,0.0,14315.0,0.181,28.0,729.0,725.0,0.0,0.0,767.0
20000.0,1,444.79,2,10,0,175000.0,1,1.0,1,15.06,0.0,0.0,11.0,0.0,19511.0,0.638,31.0,734.0,730.0,0.0,0.0,727.0
15000.0,0,483.94,2,7,2,48000.0,1,1.0,1,11.13,1.0,2.0,9.0,0.0,10645.0,0.6609999999999999,18.0,619.0,615.0,0.0,0.0,727.0
1500.0,0,50.54,3,0,3,14400.0,1,0.0,1,11.75,0.0,0.0,2.0,0.0,4141.0,0.963,4.0,529.0,525.0,0.0,0.0,712.0
8400.0,0,299.03,4,6,0,60000.0,0,1.0,0,7.24,0.0,1.0,6.0,0.0,8773.0,0.975,7.0,699.0,695.0,0.0,0.0,672.0
7500.0,0,245.51,2,2,3,47500.0,0,1.0,0,19.12,4.0,0.0,5.0,0.0,2088.0,0.522,17.0,754.0,750.0,0.0,0.0,702.0
35000.0,1,515.89,3,10,0,105000.0,2,1.0,0,8.62,0.0,3.0,14.0,0.0,86177.0,0.383,31.0,804.0,800.0,0.0,0.0,737.0
1600.0,0,49.77,1,9,3,40000.0,0,0.0,1,27.45,0.0,1.0,9.0,0.0,12681.0,0.84,45.0,564.0,560.0,0.0,0.0,732.0
12000.0,0,407.17,3,7,0,75000.0,0,1.0,0,16.29,0.0,1.0,13.0,0.0,13528.0,0.507,23.0,724.0,720.0,0.0,0.0,682.0
13200.0,1,320.93,4,6,3,36000.0,1,0.0,2,11.93,0.0,1.0,7.0,0.0,457.0,0.058,9.0,609.0,605.0,0.0,0.0,692.0
16950.0,1,416.62,4,0,0,45000.0,1,0.0,0,13.97,1.0,0.0,15.0,0.0,18607.0,0.604,56.0,589.0,585.0,0.0,0.0,697.0
6600.0,0,216.05,2,9,3,101877.0,0,1.0,0,19.38,0.0,0.0,13.0,0.0,14306.0,0.857,22.0,629.0,625.0,0.0,0.0,687.0
14000.0,0,458.28,2,2,3,62400.0,1,1.0,1,20.4,0.0,0.0,7.0,0.0,1683.0,0.11,28.0,694.0,690.0,0.0,0.0,692.0
13000.0,1,216.14,2,2,3,40000.0,0,1.0,1,17.79,0.0,2.0,7.0,0.0,2563.0,0.069,14.0,804.0,800.0,0.0,0.0,792.0
12000.0,0,361.92,1,10,0,55000.0,0,1.0,0,5.74,0.0,0.0,9.0,0.0,9185.0,0.278,13.0,804.0,800.0,0.0,0.0,757.0
20000.0,0,608.35,1,10,0,84000.0,2,1.0,0,13.01,0.0,0.0,10.0,0.0,3553.0,0.056,38.0,704.0,700.0,0.0,0.0,802.0
8150.0,0,288.51,4,3,3,35004.0,1,1.0,0,5.76,0.0,1.0,4.0,0.0,6082.0,0.922,7.0,714.0,710.0,0.0,0.0,687.0
28100.0,1,713.41,5,10,3,55000.0,2,1.0,0,22.23,0.0,0.0,7.0,0.0,19587.0,0.823,23.0,719.0,715.0,0.0,0.0,702.0
28000.0,0,870.85,1,4,0,111000.0,2,1.0,1,12.7,0.0,2.0,12.0,0.0,4809.0,0.222,28.0,769.0,765.0,0.0,0.0,757.0
7200.0,0,227.26,1,5,2,25000.0,1,0.0,0,21.6,0.0,0.0,8.0,0.0,7785.0,0.333,8.0,609.0,605.0,0.0,0.0,707.0
20000.0,1,491.59,4,10,0,125000.0,2,0.0,0,11.32,0.0,0.0,7.0,0.0,9083.0,0.635,11.0,499.0,0.0,0.0,0.0,697.0
5000.0,0,163.67,2,1,3,34800.0,2,0.0,1,8.34,0.0,0.0,7.0,0.0,2845.0,0.418,10.0,584.0,580.0,0.0,0.0,702.0
28000.0,1,723.11,5,2,0,252000.0,2,1.0,0,11.31,2.0,1.0,13.0,0.0,19701.0,0.544,32.0,684.0,680.0,0.0,0.0,692.0
21000.0,0,697.41,2,10,0,90000.0,2,1.0,0,19.13,0.0,0.0,12.0,0.0,53321.0,0.956,33.0,519.0,515.0,0.0,0.0,717.0
4200.0,0,145.17,3,2,3,65000.0,0,1.0,0,6.15,0.0,1.0,2.0,0.0,11893.0,0.991,11.0,694.0,690.0,0.0,0.0,757.0
10000.0,0,304.18,1,4,0,108000.0,0,1.0,0,11.29,0.0,1.0,8.0,0.0,9998.0,0.33,17.0,774.0,770.0,0.0,0.0,762.0
5900.0,0,179.47,1,8,0,77040.0,0,1.0,0,20.5,0.0,0.0,14.0,0.0,46042.0,0.338,30.0,769.0,765.0,0.0,0.0,742.0
15000.0,0,466.53,1,4,3,100000.0,2,1.0,0,17.06,0.0,0.0,10.0,0.0,18707.0,0.436,29.0,739.0,735.0,0.0,0.0,732.0
16000.0,0,539.03,3,2,3,55000.0,1,0.0,2,10.28,0.0,2.0,7.0,0.0,11091.0,0.685,19.0,514.0,510.0,0.0,0.0,702.0
22000.0,0,679.2,1,0,0,160000.0,2,1.0,0,6.44,0.0,0.0,6.0,0.0,130869.0,0.88,35.0,654.0,650.0,0.0,0.0,772.0
12000.0,0,378.76,1,4,0,71000.0,0,1.0,0,17.46,0.0,0.0,11.0,0.0,10099.0,0.476,16.0,819.0,815.0,0.0,0.0,717.0
13000.0,1,299.07,3,10,3,75000.0,2,0.0,0,3.52,2.0,1.0,6.0,0.0,3944.0,0.32,14.0,609.0,605.0,0.0,0.0,717.0
10000.0,0,327.34,2,10,0,59000.0,2,1.0,0,12.02,0.0,1.0,7.0,1.0,3970.0,0.272,13.0,674.0,670.0,0.0,1.0,712.0
12000.0,0,398.52,2,5,3,40000.0,1,1.0,0,9.12,0.0,1.0,6.0,0.0,10506.0,0.42,27.0,814.0,810.0,0.0,0.0,697.0
12000.0,1,258.47,2,10,2,40584.0,0,1.0,0,14.67,0.0,1.0,6.0,0.0,16825.0,0.637,19.0,744.0,740.0,0.0,0.0,747.0
1700.0,0,53.66,1,10,0,63000.0,0,1.0,1,12.23,0.0,0.0,5.0,0.0,9205.0,0.902,14.0,764.0,760.0,0.0,0.0,732.0
12900.0,1,317.08,4,8,0,52800.0,1,0.0,1,17.07,0.0,1.0,17.0,1.0,5047.0,0.339,25.0,634.0,630.0,0.0,1.0,692.0
12000.0,0,392.81,2,2,3,54000.0,1,1.0,0,20.56,0.0,0.0,4.0,0.0,16198.0,0.6920000000000001,6.0,739.0,735.0,0.0,0.0,702.0
3000.0,0,98.21,2,5,3,85000.0,1,1.0,1,10.52,0.0,2.0,8.0,0.0,4234.0,0.608,19.0,734.0,730.0,0.0,0.0,702.0
5600.0,0,182.26,2,3,3,54000.0,2,1.0,1,0.4,0.0,0.0,2.0,0.0,929.0,0.14300000000000002,5.0,714.0,710.0,0.0,0.0,757.0
3375.0,0,116.65,3,5,0,101000.0,2,1.0,1,0.5,0.0,1.0,3.0,0.0,1305.0,0.816,4.0,699.0,695.0,0.0,0.0,682.0
5000.0,0,168.45,3,0,3,24996.0,1,0.0,0,5.28,0.0,3.0,3.0,0.0,2331.0,0.382,3.0,624.0,620.0,0.0,0.0,707.0
20000.0,0,617.46,1,5,0,178650.0,2,1.0,1,8.44,0.0,0.0,11.0,0.0,3519.0,0.127,27.0,814.0,810.0,0.0,0.0,762.0
17000.0,0,560.52,2,4,3,61000.0,2,1.0,0,13.69,0.0,0.0,9.0,0.0,13883.0,0.52,23.0,754.0,750.0,0.0,0.0,697.0
15000.0,1,355.2,3,1,0,39000.0,0,0.0,0,18.12,0.0,2.0,9.0,0.0,15207.0,0.4370000000000001,16.0,634.0,630.0,0.0,0.0,722.0
13000.0,0,395.43,1,6,3,42000.0,2,0.0,0,6.6,0.0,1.0,10.0,0.0,7720.0,0.263,22.0,579.0,575.0,0.0,0.0,752.0
12000.0,0,365.01,1,10,0,53000.0,0,1.0,1,1.47,0.0,2.0,6.0,0.0,1217.0,0.037000000000000005,12.0,739.0,735.0,0.0,0.0,797.0
5000.0,0,162.73,2,10,0,58560.0,0,1.0,1,18.61,0.0,3.0,16.0,0.0,17314.0,0.585,28.0,674.0,670.0,0.0,0.0,702.0
4800.0,0,149.29,1,10,0,92000.0,2,1.0,0,15.63,0.0,0.0,18.0,0.0,24455.0,0.589,52.0,724.0,720.0,0.0,0.0,707.0
15000.0,0,483.94,2,10,0,65000.0,2,1.0,0,21.64,0.0,2.0,11.0,0.0,12885.0,0.53,43.0,674.0,670.0,0.0,0.0,727.0
32000.0,1,457.58,2,7,3,52500.0,2,1.0,0,15.54,0.0,0.0,4.0,0.0,20021.0,0.62,11.0,709.0,705.0,0.0,0.0,747.0
6000.0,0,210.92,4,0,3,18720.0,1,1.0,1,8.85,0.0,0.0,4.0,0.0,4783.0,0.8109999999999999,6.0,684.0,680.0,0.0,0.0,672.0
15000.0,0,463.09,1,5,0,132000.0,1,1.0,0,7.15,0.0,0.0,11.0,0.0,17102.0,0.123,26.0,779.0,775.0,0.0,0.0,752.0
12000.0,1,291.76,4,3,3,41548.8,1,0.0,2,5.57,0.0,1.0,5.0,0.0,6637.0,0.302,10.0,559.0,555.0,0.0,0.0,707.0
14000.0,1,280.47,1,10,3,40000.0,2,1.0,0,12.21,0.0,0.0,7.0,0.0,14685.0,0.319,14.0,794.0,790.0,0.0,0.0,787.0
15000.0,1,384.1,5,0,0,67200.0,2,1.0,1,12.43,0.0,3.0,10.0,0.0,3416.0,0.197,16.0,674.0,670.0,0.0,0.0,687.0
13000.0,1,266.66,1,10,0,80000.0,0,1.0,0,11.74,0.0,0.0,15.0,0.0,32992.0,0.284,32.0,709.0,705.0,0.0,0.0,757.0
35000.0,1,683.31,4,10,0,113328.0,2,0.0,0,10.62,0.0,0.0,12.0,0.0,60874.0,0.511,30.0,569.0,565.0,0.0,0.0,727.0
14125.0,1,289.73,1,10,0,78000.0,1,1.0,0,13.58,0.0,0.0,20.0,0.0,13370.0,0.044,50.0,734.0,730.0,0.0,0.0,777.0
7550.0,0,260.95,3,3,3,20400.0,0,0.0,0,13.47,0.0,2.0,4.0,0.0,3931.0,0.7559999999999999,17.0,524.0,520.0,0.0,0.0,682.0
